"#","Institution Name","City","State","Latitude","Longitude"
"3026","Harold L. Lyon Arboretum","Honolulu","Hawaii","21.3304548","-157.8008789"
"3027","Harold L. Lyon Arboretum -  Tissue Culture Laboratory","Honolulu","Hawaii","21.3304548","-157.8008789"
"3028","Harold L. Lyon Arboretum - Seed Conservation Laboratory","Honolulu","Hawaii","21.3304548","-157.8008789"
"3029","Honolulu Botanical Gardens","Honolulu","Hawaii","21.3149989","-157.8580477"
"3030","Honolulu Zoo","Honolulu","Hawaii","21.2716382","-157.8213834"
"3031","Koko Crater Botanical Garden","Honolulu","Hawaii","21.2848800","-157.6811500"
"3032","Lili'uokalani Botanic Garden","Honolulu","Hawaii","21.3149989","-157.8580477"
"3033","University of Hawai'i Campus Arboretum","Honolulu","Hawaii","21.304351","-157.813313"
"3034","Queen Kapi<U+02BB>olani Garden","Honululu","Hawaii","21.270799","-157.815547"
"3035","Great Plains Garden","Hot Springs","South Dakota","43.7672500","-103.2107470"
"3036","Garvan Woodland Gardens","Hot Springs National Park","Arkansas","34.4341350","-93.0457220"
"3037","Bayou Bend Gardens","Houston","Texas","29.7585880","-95.4219500"
"3038","Cockrell Butterfly Center, The","Houston","Texas","29.7185821","-95.3813696"
"3039","Houston Arboretum & Nature Center","Houston","Texas","29.7670220","-95.4526090"
"3040","Houston Botanic Garden","Houston","Texas","29.7537","-95.3596"
"3041","Houston Museum of Natural Science Rainforest Conservatory","Houston","Texas","29.721459","-95.389259"
"3042","Houston Zoo","Houston","Texas","29.7144200","-95.3941810"
"3043","Lynn R. Lowrey Arboretum","Houston","Texas","29.7188700","-95.3997200"
"3044","Memorial Park Conservancy","Houston","Texas","29.767974","-95.447935"
"3045","Mercer Botanic Gardens","Humble","Texas","30.0390200","-95.3808110"
"3046","International Larix Arboretum","Hungry Horse","Montana","48.3850810","-114.0557500"
"3047","Huntington Museum of Art - Conservatory","Huntington","West Virginia","38.3927520","-82.4344730"
"3048","Huntsville Botanical Garden","Huntsville","Alabama","34.7128520","-86.6356770"
"3049","Vaile Mansion Arboretum","Independence","Missouri","39.107792","-94.417130"
"3050","Rowe Arboretum","Indian Hill","Ohio","39.1502840","-84.3590960"
"3051","Garfield Park Conservatory & Sunken Gardens","Indianapolis","Indiana","39.7312550","-86.1441060"
"3052","Indianapolis Zoo","Indianapolis","Indiana","39.7670140","-86.1801830"
"3053","Indianapolis Museum of Art","IndIianapolis","Indiana","39.8255492","-86.1853981"
"3054","University of California, Irvine Arboretum and Herbarium","Irvine","California","33.6642200","-117.8533870"
"3055","Cornell Botanic Gardens","Ithaca","New York","42.4494870","-76.4721450"
"3056","Mynelle Gardens","Jackson","Mississippi","32.3287670","-90.2524200"
"3057","Cummer Museum of Art & Gardens","Jacksonville","Florida","30.3154490","-81.6762040"
"3058","Evergreen Cemetery Association","Jacksonville","Florida","30.3670600","-81.6509270"
"3059","Jacksonville Arboretum & Gardens","Jacksonville","Florida","30.3431864","-81.5403813"
"3060","Jacksonville Zoo and Gardens","Jacksonville","Florida","30.4022360","-81.6441500"
"3061","University of North Florida Landscape & Grounds","Jacksonville","Florida","30.2707619","-81.5100211"
"3062","Rotary Botanical Gardens","Janesville","Wisconsin","42.6700560","-89.0049530"
"3063","Tizer Botanic Gardens and Arboretum","Jefferson City","Montana","46.3714520","-112.0204850"
"3064","Van Vorst Park","Jersey City","New Jersey","40.71798","-74.04711"
"3065","Lone Elm Arboretum","Joplin","Missouri","37.1065224","-94.5319598"
"3066","Jensen-Olson Arboretum","Juneau","Alaska","58.4791580","-134.7792430"
"3067","Maui Nui Botanical Gardens, Inc.","Kahului","Hawaii","20.8923540","-156.4863040"
"3068","Heliconia Society International","Kalaheo","Hawaii","21.902380","-159.505777"
"3069","National Tropical Botanical Garden - Seed Bank & Laboratory","Kalaheo","Hawaii","21.9091200","-159.5116330"
"3070","Kalamazoo Nature Center","Kalamazoo","Michigan","42.3619320","-85.5902740"
"3071","Ho'omaluhia Botanical Garden","Kaneohe","Hawaii","21.387274","-157.805248"
"3072","Kansas City Zoo","Kansas City","Missouri","39.0073669","-94.5293687"
"3073","Lasdon Park and Arboretum","Katonah","New York","41.2661230","-73.6906750"
"3074","Olu Pua Botanical Gardens & Plantation","Kauai","Hawaii","21.9597770","-159.5168580"
"3075","Pua Mau Place Botanic & Sculpture Gardens","Kawaihae","Hawaii","19.9659330","-155.6800630"
"3076","Utah State University Botanical Center","Kaysville","Utah","41.0352216","-111.9385521"
"3077","Smith-Gilbert Gardens","Kennesaw","Georgia","34.0092660","-84.6312080"
"3078","American Public Gardens Association (APGA)","Kennett Square","Pennsylvania","39.8688089","-75.6745077"
"3079","Longwood Gardens","Kennett Square","Pennsylvania","39.8688089","-75.6745077"
"3080","Alice Moody Chapin Arboretum","Kenosha","Wisconsin","42.6214651","-87.8225459"
"3081","New Britain Youth Museum and Hungerford Park Nature Center","Kensington","Connecticut",NA,NA
"3082","Herrick Conservatory and Kent State University Campus","Kent","Ohio","41.1462090","-81.3411620"
"3083","Paul J. Ciener Botanical Garden","Kernersville","North Carolina","36.1180740","-80.0752790"
"3084","Sawtooth Botanical Garden","Ketchum","Idaho","43.6259830","-114.3528000"
"3085","Botanic Gardens at Kona Kai, The","Key Largo","Florida","25.0770719","-80.4604537"
"3086","Key West Tropical Forest & Botanical Garden","Key West","Florida","24.5724650","-81.7491120"
"3087","Na 'Aina Kai Botanical Gardens & Sculpture Park","Kilauea","Hawaii","22.2033140","-159.3876750"
"3088","Regenerations International Botanical Garden","Kilauea","Hawaii","22.2119444","-159.4122222"
"3089","Historic Loveland Castle","Kings Mill","Ohio","39.2835201","-84.2681884"
"3090","Heber W. Youngken, Jr. Medicinal Plant Garden","Kingston","Rhode Island","41.4839585","-71.5286071"
"3091","Heronswood Garden","Kingston","Washington","47.821046","-122.548872"
"3092","University of Rhode Island Botanical Garden","Kingston","Rhode Island","41.4888700","71.5254730"
"3093","Powell Gardens","Kingsville","Missouri","38.8627650","-94.0493920"
"3094","Holden Arboretum, The","Kirtland","Ohio","41.6026550","-81.3060670"
"3095","Gaylord Palms Resort & Convention Center","Kissimmee","Florida","28.3451836","-81.5260186"
"3096","Knoxville Botanical Garden","Knoxville","Tennessee","35.9832680","-83.8824310"
"3097","Knoxville Zoological Gardens","Knoxville","Tennessee","35.9997600","-83.8889200"
"3098","University of Tennessee Gardens","Knoxville","Tennessee","35.9473976","-83.9400324"
"3099","National Tropical Botanical Garden","Koloa","Hawaii","21.9079461","-159.5120669"
"3100","Kula Botanical Garden, Inc.","Kula, Maui","Hawaii","20.7418090","-156.3252300"
"3101","Arboretum at Kutztown University","Kutztown","Pennsylvania","40.5095486","-75.7770630"
"3102","Descanso Gardens","La Cañada Flintridge","California","34.2016350","-118.2121310"
"3103","LaBarque Creek Gardens","LaBarque Creek","Missouri","38.423464","-90.708453"
"3104","Sustainable Gardening Institute and Library","Lafayette","New Jersey","41.0554","-74.6447"
"3105","Hills & Dales Estate","LaGrange","Georgia","33.0390490","-85.0484420"
"3106","Niguel Botanical Preserve","Laguna Niguel","California","33.5312890","-117.7091610"
"3107","Walt Disney World - Disney's Horticulture","Lake Buena Vista","Florida","28.3720480","-81.5494000"
"3108","Moore Farms Botanical Garden","Lake City","South Carolina","33.861628","-79.822542"
"3109","Bok Tower Gardens","Lake Wales","Florida","27.9175060","-81.5659760"
"3110","Bok Tower Gardens Conservation Program - Living Plants","Lake Wales","Florida","27.9175060","-81.5659760"
"3111","Bok Tower Gardens Conservation Program - Seed Bank","Lake Wales","Florida","27.9175060","-81.5659760"
"3112","Kuechmann Arboretum","Lake Zurich","Illinois",NA,NA
"3113","Lakewold Gardens","Lakewold","Washington","47.1461430","-122.5368880"
"3114","Sister Mary Grace Burns Arboretum","Lakewood","New Jersey","40.0973210","-74.2262190"
"3115","Four Seasons Resort, Lana'i","Lana'i","Hawaii","20.7417795","-156.8986796"
"3116","Coover Arboretum, The","Lancaster","Pennsylvania","40.0985900","-77.0233200"
"3117","Bellview Arboretum","Landisville","New Jersey",NA,NA
"3118","National Gallery of Art/Division of Horticulture","Landover","Maryland","38.9171660","-76.8972640"
"3119","Williams Conservatory, University of Wyoming","Laramie","Wyoming","41.3126823","-105.5869633"
"3120","Florida Botanical Gardens","Largo","Florida","27.8830540","-82.8105440"
"3121","Myra Arboretum, The","Larimore","North Dakota","47.933958","-97.611501"
"3122","Chile Pepper Institute Demonstration Garden, The","Las Cruces","New Mexico","32.2802400","-106.7719400"
"3123","Springs Preserve, The","Las Vegas","Nevada","36.1692700","-115.1906500"
"3124","University of Nevada Las Vegas Arboretum","Las Vegas","Nevada","36.1052370","-115.1398950"
"3125","Douglas County Fairgrounds Arboretum","Lawrence","Kansas",NA,NA
"3126","Lawrence Rotary Arboretum","Lawrence","Kansas","38.935786","-95.306116"
"3127","Ashland - The Henry Clay Estate","Lexington","KY","38.030286","-84.480103"
"3128","Gainesway Farm","Lexington","Kentucky","38.1139230","-84.3973720"
"3129","State Botanical Garden of Kentucky","Lexington","Kentucky","38.0185050","-84.5050840"
"3130","Earl G. Maxwell Arboretum","Lincoln","Nebraska","40.8136200","-96.7077390"
"3131","Lincoln Children's Zoo","Lincoln","Nebraska","40.8002310","-96.6822620"
"3132","Nebraska Statewide Arboretum","Lincoln","Nebraska","40.8349230","-96.6642330"
"3133","Morton Arboretum, The","Lisle","Illinois","41.8078175","-88.0761409"
"3134","Little Rock Zoo","Little Rock","Arkansas","34.7486269","-92.3274870"
"3135","Hudson Gardens and Event Center, The","Littleton","Colorado","39.6040110","-105.0226270"
"3136","Earl Burns Miller Japanese Garden","Long Beach","California","33.7811040","-118.1099030"
"3137","Hannah Carter Japanese Garden","Los Angeles","California","34.0584660","-118.4445230"
"3138","J. Paul Getty Museum","Los Angeles","California","34.0784410","-118.4750370"
"3139","Los Angeles Zoo & Botanical Gardens","Los Angeles","California","34.1550367","-118.2957046"
"3140","Mildred E. Mathias Botanical Garden","Los Angeles","California","34.0655100","-118.4412000"
"3141","Dunn School Arboretum","Los Olivos","CA","34.657355","-120.102124"
"3142","Botanica - Louisville's Waterfront Botanical Gardens","Louisville","Kentucky","38.259244","-85.746265"
"3143","Cave Hill Cemetery","Louisville","Kentucky","38.2435290","-85.7264690"
"3144","Louisville Zoological Garden","Louisville","Kentucky","38.2056740","-85.7070800"
"3145","High Plains Environmental Center","Loveland","Colorado","40.4110129","-105.0165470"
"3146","Lion Country Safari","Loxahatchee","Florida","26.7159752","-80.3240960"
"3147","White Fences Arboretum","Loxahatchee","Florida","26.7279747","-80.3497723"
"3148","Lubbock Memorial Arboretum","Lubbock","Texas",NA,NA
"3149","Ellen Trout Zoo","Lufkin","Texas","31.3727162","-94.7277069"
"3150","Hilltop Gardens","Lyford","Texas","26.369078","-97.917513"
"3151","Old City Cemetery Museums & Arboretum","Lynchburg","Virginia","37.4136300","-79.1553100"
"3152","Randolph College Organic Garden and Orchard","Lynchburg","Virginia","37.439439","-79.170372"
"3153","Western Illinois School of Agriculture Greenhouse","Macomb","Illinois","40.476245","-90.686641"
"3154","Waddell Barnes Botanical Gardens","Macon","Georgia","32.8102174","-83.7290349"
"3155","Allen Centennial Gardens","Madison","Wisconsin","43.077249","-89.413207"
"3156","Florham Arboretum","Madison","New Jersey","40.776514","-74.433333"
"3157","Henry Vilas Zoo","Madison","Wisconsin","43.0598290","-89.4121680"
"3158","Olbrich Botanical Gardens","Madison","Wisconsin","43.0926010","-89.3346750"
"3159","University of Wisconsin-Madison Arboretum","Madison","Wisconsin","43.0391920","-89.4435850"
"3160","University of Wisonsin - Madison Botany Garden and Greenhouse","Madison","Wisconsin","43.074448","-89.403582"
"3161","Iowa Arboretum","Madrid","Iowa","41.9381710","-93.8600320"
"3162","Early American Museum and Gardens","Mahomet","Illinois","40.1979710","-88.3779640"
"3163","Mabery Gelvin Botanical Gardens","Mahomet","Illinois","40.1953110","-88.4042230"
"3164","D.T. Fleming Arboretum at Pu'u Mahoe","Makawao","Hawaii","20.63341","-156.38507"
"3165","Kansas Forest Service Demonstration Arboretum and Honor Grove","Manhattan","Kansas","39.194024","-96.601181"
"3166","Kansas State University Gardens","Manhattan","Kansas","39.1936210","-96.5845120"
"3167","Kingwood Center","Mansfield","Ohio","40.7591740","-82.5500840"
"3168","Elizabethan Gardens, The","Manteo","North Carolina","35.9364080","-75.7106830"
"3169","Lake Wilderness Arboretum","Maple Valley","Washington","47.3803260","-122.0407170"
"3170","Mars Hill University Arboretum","Mars Hill","NC","35.826755","-82.553973"
"3171","Foxfire Botanical Gardens","Marshfield","Wisconsin","44.7354570","-90.1677040"
"3172","Missouri State Arboretum","Maryville","Missouri","40.3524320","-94.8820250"
"3173","Botanic Gardens of the Heard Natural Science Museum","McKinney","Texas","33.1574750","-96.6152780"
"3174","Meadowbrook Farm","Meadowbrook","Pennsylvania","40.117596","-75.095161"
"3175","Lewis W. Barton Arboretum & Nature Preserve at Medford Leas","Medford","New Jersey","39.9045510","-74.8120000"
"3176","Tyler Arboretum","Media","Pennsylvania","39.9332090","-75.4397640"
"3177","Florida Tech Botanical Garden","Melbourne","Florida","28.0600848","-80.6244242"
"3178","Cooper-Young Historic District Arboretum","Memphis","Tennessee",NA,NA
"3179","Dixon Gallery and Gardens, The","Memphis","Tennessee","35.1060650","-89.9175810"
"3180","Memphis Botanic Garden","Memphis","Tennessee","35.1112080","-89.9184380"
"3181","Memphis Zoo","Memphis","Tennessee","35.1485802","-89.9943641"
"3182","Rhodes College Arboretum","Memphis","Tennessee","35.1554790","-89.9916360"
"3183","Mesa Community College Arboretum","Mesa","Arizona","33.390185","-111.870751"
"3184","Rose Garden at Mesa Community College, The","Mesa","Arizona","33.3930090","-111.8708630"
"3185","Miami Dade Zoological Park & Gardens (Zoo Miami)","Miami","Florida","25.6133360","-80.3984370"
"3186","Subtropical Horticulture Research Station","Miami","Florida","25.6445180","-80.3030190"
"3187","Summit Gardens","Miami","Florida","25.7939483","-80.3827444"
"3188","Vizcaya Museum and Gardens","Miami","Florida","25.744607","-80.210456"
"3189","Miami Beach Botanical Garden","Miami Beach","Florida","25.7958100","-80.1359670"
"3190","International Friendship Gardens","Michigan City","Indiana","41.7271340","-86.8707880"
"3191","Vermont Experimental Cold-Hardy Cactus Garden","Middlebury","Vermont","43.9728190","-73.1338970"
"3192","Surreybrooke","Middletown","Maryland","39.4686090","-77.5152400"
"3193","Villa Palona Arboretum","Middletown","Rhode Island",NA,NA
"3194","Dow Gardens","Midland","Michigan","43.6208650","-84.2543580"
"3195","Mary Flagler Cary Arboretum","Millbrook","New York","41.7936010","-73.6945500"
"3196","Lockerly Arboretum","Milledgeville","Georgia","33.0602470","-83.2256670"
"3197","Mountain Horticultural Crops Research & Extension Center","Mills River","North Carolina","35.4261760","-82.5609570"
"3198","Mary M.B. Wakefield Estate & Arboretum","Milton","Massachusetts","42.224148","-71.119977"
"3199","Milton Gardens","Milton","Florida","30.6025990","-87.0795134"
"3200","Milwaukee Rotary Centennial Arboretum","Milwaukee","Wisconsin","43.067558","-87.892636"
"3201","Mitchell Park Horticultural Conservatory (The Domes)","Milwaukee","Wisconsin","43.0262360","-87.9438340"
"3202","Eloise Butler Wildflower Garden & Bird Sanctuary","Minneapolis","Minnesota","44.9772420","-93.3261570"
"3203","Mobile Botanical Gardens","Mobile","Alabama","30.7036570","-88.1608000"
"3204","Mepkin Abbey Botanical Garden","Moncks Corner","South Carolina","33.1152410","-79.9442700"
"3205","Ladew Topiary Gardens","Monkton","Maryland","39.5806036","-76.5133174"
